iter	MultiClass
117	0.7346700971
118	0.7335546733
119	0.7319842614
120	0.7303233254
121	0.7286719899
122	0.7265042631
123	0.7248994131
124	0.7234605335
125	0.7225313173
126	0.7212915572
127	0.7194016689
128	0.7169983196
129	0.7161153991
130	0.7143361375
131	0.7131343182
132	0.7114661748
133	0.7103409162
134	0.7081625827
135	0.7069783935
136	0.7057940609
137	0.7047734548
138	0.7040107558
139	0.7015718117
140	0.6998296577
141	0.6983169602
142	0.6958711749
143	0.6945982989
144	0.6939402833
145	0.6915092458
146	0.6901686771
147	0.6892181554
148	0.6885518132
149	0.6871266252
150	0.6855337553
151	0.68374647
152	0.6829246683
153	0.680853903
154	0.6791901678
155	0.6784695166
156	0.6772682527
157	0.6764207702
158	0.6750291754
159	0.6734478535
160	0.6726244329
161	0.6712075308
162	0.6704639624
163	0.6694172766
164	0.6684102229
165	0.6675060891
166	0.666387938
167	0.6653376011
168	0.664389513
169	0.6638709012
170	0.6626742611
171	0.6616807582
172	0.6608414698
173	0.6598238417
174	0.6587515377
175	0.6578219774
176	0.6563273935
177	0.655133407
178	0.6543146886
179	0.653464317
180	0.6518980738
181	0.6504741468
182	0.6496324834
183	0.6485876793
184	0.647605206
185	0.6471002674
186	0.6456470262
187	0.6443852542
188	0.6438409009
189	0.6422430669
190	0.6404285191
191	0.6396839385
192	0.6381706597
193	0.6372513113
194	0.6364530557
195	0.6352659123
196	0.6339109674
197	0.63326791
198	0.6324675662
199	0.6314656563
200	0.6303412882
201	0.6296132193
202	0.6290778072
203	0.6282595412
204	0.6268579655
205	0.6256440128
206	0.624425971
207	0.623813134
208	0.6232513351
209	0.6218815148
210	0.6209680272
211	0.6195873313
212	0.6182927491
213	0.6169465122
214	0.6160157815
215	0.6145478806
216	0.6134493849
217	0.6127998725
218	0.6113226366
219	0.6100301388
220	0.608954199
221	0.6081274606
222	0.6072690378
223	0.6061278129
224	0.6052327921
225	0.6041920044
226	0.6027044522
227	0.6018831127
228	0.6007264513
229	0.5996509293
230	0.5988747641
231	0.5982219507
232	0.5973668315
233	0.5961185015
234	0.5953084232
235	0.5944777063
236	0.5940284369
237	0.5935037749
238	0.5927083196
239	0.5922513407
240	0.5910799567
241	0.5902373403
242	0.5891510988
243	0.5882121159
244	0.5871531321
245	0.5865400443
246	0.5855101199
247	0.5849431377
248	0.584247725
249	0.5831263654
250	0.5822814373
251	0.5815634826
252	0.580660797
253	0.5797303053
254	0.5788796038
255	0.5783881275
256	0.5773921531
257	0.5765812605
258	0.5756206501
259	0.5750382098
260	0.5739985393
261	0.5731789051
262	0.5724461456
263	0.5719559758
264	0.571169588
265	0.5703854438
266	0.5697548756
267	0.5688259817
268	0.5684203469
269	0.567739629
270	0.5667822542
271	0.5660409512
272	0.564706173
273	0.5639103505
274	0.5633134417
275	0.5625590415
276	0.5617775996
277	0.5609738214
278	0.5604574485
279	0.5597197382
280	0.5586699732
281	0.5576698075
282	0.5566201789
283	0.5556125906
284	0.5548098578
285	0.5540557852
286	0.5529918825
287	0.5524657597
288	0.5520369997
289	0.5511290689
290	0.5502392455
291	0.5496471154
292	0.5488407581
293	0.5481020858
294	0.5469989772
295	0.5465917085
296	0.5460125121
297	0.5452161585
298	0.5446111461
299	0.5440783895
300	0.5434533441
301	0.5428202039
302	0.542528725
303	0.5418323538
304	0.5410832364
305	0.5403069481
306	0.5394775523
307	0.538130009
308	0.5374262662
309	0.5364475157
310	0.5355357931
311	0.534555333
312	0.5342437405
313	0.5333739741
314	0.5323771368
315	0.5312842486
316	0.5305497352
317	0.5299661642
318	0.5296443722
319	0.5291029498
320	0.5285103469
321	0.5279205339
322	0.5270707952
323	0.526267028
324	0.5257398178
325	0.5250238755
326	0.5245253275
327	0.5240910572
328	0.5234345551
329	0.5222136526
330	0.5218580489
331	0.5214549153
332	0.5206763656
333	0.519874548
334	0.5187615487
335	0.5180419718
336	0.5173623589
337	0.5164089758
338	0.515461141
339	0.5148617312
340	0.5141526523
341	0.5131869255
342	0.5123597364
343	0.5115771359
344	0.5108358011
345	0.5105799897
346	0.510026693
347	0.5094412139
348	0.5084872258
349	0.5077449644
350	0.5068147489
351	0.5062787994
352	0.5053531438
353	0.5046562207
354	0.5035763068
355	0.5027975002
356	0.5023817789
357	0.5016084906
358	0.5011451467
359	0.5007467242
360	0.5000459542
361	0.499344279
362	0.4987942189
363	0.4982809297
364	0.4977039244
365	0.4969751076
366	0.4958764562
367	0.4954536121
368	0.4948548998
369	0.494286636
370	0.4938089128
371	0.4932685176
372	0.4928799241
373	0.4925059002
374	0.4921088421
375	0.4915013321
376	0.4910134765
377	0.4904312388
378	0.4896504434
379	0.4892299724
380	0.4889550728
381	0.4884205921
382	0.4877161248
383	0.4870263872
384	0.4864302575
385	0.4857907016
386	0.48535207
387	0.4847980958
388	0.4843665016
389	0.483747922
390	0.4832726019
391	0.4828239834
392	0.4822940773
393	0.4817357162
394	0.4809142991
395	0.4803760923
396	0.4794509854
397	0.4789874246
398	0.4780762452
399	0.4774054941
400	0.4767758555
401	0.4758436702
402	0.4751837282
403	0.4743686138
404	0.4736513266
405	0.4732973972
406	0.4726823269
407	0.4718369227
408	0.4714938066
409	0.4711805481
410	0.470606572
411	0.4698348061
412	0.4694004969
413	0.4690177789
414	0.4685707062
415	0.4676575688
416	0.4666147947
417	0.4660009414
418	0.465109814
419	0.464450134
420	0.4637828115
421	0.4631028637
422	0.4623690568
423	0.4617196712
424	0.4607305983
425	0.4601941171
426	0.4596985326
427	0.4590111324
428	0.4585323802
429	0.4579929253
430	0.4576231569
431	0.457031731
432	0.4564227876
433	0.455860662
434	0.4551673642
435	0.4545037156
436	0.4541711437
437	0.4536042944
438	0.4530860369
439	0.4524520833
440	0.452168342
441	0.4515328084
442	0.450979166
443	0.4504828135
444	0.4501062942
445	0.4495026903
446	0.4490476928
447	0.4484184886
448	0.4480387821
449	0.4472030314
450	0.4467682216
451	0.446401406
452	0.4460784359
453	0.4455641624
454	0.4447450418
455	0.4442433173
456	0.4437604532
457	0.4433384977
458	0.4426339577
459	0.4420794203
460	0.4418482277
461	0.4412489026
462	0.440802876
463	0.4403522675
464	0.439632737
465	0.4392921007
466	0.4386692629
467	0.4380085472
468	0.4375556815
469	0.4371731931
470	0.4367407888
471	0.4364079164
472	0.4359464237
473	0.4355048062
474	0.4349964289
475	0.4342982602
476	0.4337848042
477	0.4335232327
478	0.4332930183
479	0.4326211329
480	0.4321817115
481	0.4316780235
482	0.430562209
483	0.430121272
484	0.4297048119
485	0.429082129
486	0.4284711471
487	0.4279498731
488	0.4274536487
489	0.4267942323
490	0.4264338463
491	0.425899953
492	0.4254931571
493	0.4249919499
494	0.4247663983
495	0.4242262962
496	0.4238544008
497	0.4234999984
498	0.4228511182
499	0.4221110684
500	0.4214847356
501	0.4211799303
502	0.420875082
503	0.4201684917
504	0.4197216639
505	0.4194769454
506	0.4189629718
507	0.4181288395
508	0.4175989548
509	0.4171217595
510	0.4167797467
511	0.4160892189
512	0.4158145635
513	0.4151589119
514	0.4148974431
515	0.4145905071
516	0.4142435326
517	0.4136519642
518	0.4133132932
519	0.4128661683
520	0.4123774969
521	0.4117769947
522	0.4114516959
523	0.4109116995
524	0.410393749
525	0.4098505607
526	0.409406396
527	0.4092519351
528	0.4089009789
529	0.408569767
530	0.4082531303
531	0.4077520324
532	0.4071448547
533	0.4068626442
534	0.4060162455
535	0.4055269252
536	0.4049837932
537	0.4044254207
538	0.4040906659
539	0.4036286696
540	0.4031872017
541	0.4028901527
542	0.4024849605
543	0.4018701234
544	0.4013524867
545	0.4009397368
546	0.400698719
547	0.4002571588
548	0.3997681076
549	0.3994151248
550	0.3989275386
551	0.3985206081
552	0.3982641601
553	0.3978535588
554	0.3975101961
555	0.3970845792
556	0.3967547667
557	0.3964627922
558	0.3957292676
559	0.3951549712
560	0.3947579463
561	0.3944415896
562	0.3937391124
563	0.3934588205
564	0.3930612767
565	0.3926164746
566	0.3923406027
567	0.3919025774
568	0.3911926265
569	0.3906445221
570	0.3901906763
571	0.3899053495
572	0.3896225321
573	0.3891087777
574	0.3885693641
575	0.387945161
576	0.3872891998
577	0.3870611264
578	0.3867916158
579	0.3863363231
580	0.385870724
581	0.3851440158
582	0.3846957572
583	0.3843141716
584	0.3838918779
585	0.3837226713
586	0.3834097639
587	0.3828376812
588	0.3822637522
589	0.3818712233
590	0.3814969516
591	0.3812538051
592	0.3807535105
593	0.3802360788
594	0.3798637097
595	0.3793070807
596	0.3785820543
597	0.3780108804
598	0.3778817245
599	0.3773411126
600	0.3768597457
601	0.3762794375
602	0.3756042528
603	0.3751511419
604	0.3746610532
605	0.3741194482
606	0.3736821401
607	0.3733195643
608	0.3729693416
609	0.3726139978
610	0.3724003699
611	0.372068836
612	0.3717969375
613	0.3714879107
614	0.3711622276
615	0.3708192184
616	0.3704736628
617	0.3699413058
618	0.3694290235
619	0.3691943648
620	0.3688988736
621	0.3686128544
622	0.3683766343
623	0.3679168065
624	0.3676505901
625	0.3672994978
626	0.3669479264
627	0.3664168973
628	0.3660309636
629	0.3656372272
630	0.365379327
631	0.3651493665
632	0.3646958554
633	0.3642863907
634	0.3640389441
635	0.3637291157
636	0.3633201673
637	0.3629451929
638	0.3626620977
639	0.3619625689
640	0.3615059604
641	0.3613002024
642	0.3611117705
643	0.3607213599
644	0.3603599475
645	0.3598014662
646	0.3594586965
647	0.3587988939
648	0.35854057
649	0.3582491167
650	0.3578388714
651	0.3576680793
652	0.3572594735
653	0.356703678
654	0.3563477852
655	0.3559345472
656	0.3557920075
657	0.3554740172
658	0.3552925883
659	0.354925693
660	0.354358662
661	0.3540396968
662	0.3537539139
663	0.3534356784
664	0.353082069
665	0.3526797191
666	0.3524282585
667	0.3517859596
668	0.3514782745
669	0.3510310173
670	0.3506859413
671	0.3503302844
672	0.3500041384
673	0.3495307269
674	0.3490832794
675	0.3488613989
676	0.3484602236
677	0.3481492448
678	0.3477955195
679	0.3474767652
680	0.3469505098
681	0.3465352432
682	0.3460827734
683	0.3457909098
684	0.3455598808
685	0.3450521358
686	0.3446613668
687	0.3443653885
688	0.3439372639
689	0.3436834626
690	0.3435255918
691	0.3430663309
692	0.3426989587
693	0.3424592831
694	0.3422679769
695	0.3419140112
696	0.3416091436
697	0.3412069109
698	0.3406586806
699	0.3404714441
700	0.3400864177
701	0.339762332
702	0.3393614368
703	0.3391176517
704	0.3387751287
705	0.3384387616
706	0.3381471253
707	0.337877582
708	0.3375363709
709	0.3371375114
710	0.336534708
711	0.3363469343
712	0.3360660277
713	0.3356629566
714	0.3350021011
715	0.3345784143
716	0.3342135254
717	0.3338343905
718	0.3334577517
719	0.3331033767
720	0.3327308223
721	0.332423175
722	0.3320800364
723	0.331680861
724	0.3313805348
725	0.331082091
726	0.3306917198
727	0.3304048187
728	0.3301081643
729	0.3298404564
730	0.3294642778
731	0.3289501152
732	0.3285777584
733	0.3282738062
734	0.3281172962
735	0.3278614141
736	0.3275344637
737	0.327326434
738	0.3269034544
739	0.3264665846
740	0.326208967
741	0.3258811025
742	0.3257070523
743	0.3254088664
744	0.325055898
745	0.3246411413
746	0.3243778104
747	0.3238911556
748	0.3238017023
749	0.3233439001
750	0.3229649279
751	0.3227012221
752	0.3224667484
753	0.3221266096
754	0.3217323462
755	0.321590002
756	0.3213049608
757	0.3210239322
758	0.3207611477
759	0.3203219667
760	0.3198609193
761	0.3193851751
762	0.3188727544
763	0.3185523347
764	0.3183579698
765	0.318137701
766	0.317696179
767	0.3174520092
768	0.3172526001
769	0.3170598771
770	0.3168830799
771	0.3166890684
772	0.3165372569
773	0.3162394189
774	0.315835983
775	0.3153774032
776	0.315186521
777	0.3148320883
778	0.3144926448
779	0.314331831
780	0.3141357357
781	0.313948158
782	0.3137393425
783	0.3134473545
784	0.3132431936
785	0.312745814
786	0.3124261598
787	0.3118321177
788	0.3114524308
789	0.3112114388
790	0.3109686289
791	0.3105020063
792	0.31034797
793	0.3099200738
794	0.3095930516
795	0.3092802478
796	0.3088850533
797	0.3084997666
798	0.3081692308
799	0.3078505192
800	0.3073649418
801	0.3071492034
802	0.3069140287
803	0.3063346899
804	0.3060307302
805	0.3057181611
806	0.3053467672
807	0.3051546619
808	0.3048607601
809	0.3045719045
810	0.3042824197
811	0.304067992
812	0.3037769148
813	0.3033786222
814	0.3029896416
815	0.3028527721
816	0.3026687682
817	0.3023481218
818	0.3020604337
819	0.3016760167
820	0.3015159239
821	0.3013237415
822	0.3008011031
823	0.3002729711
824	0.2998137837
825	0.2992943801
826	0.2988692568
827	0.298647048
828	0.2981854831
829	0.2978373462
830	0.2975126452
831	0.297341795
832	0.2969168226
833	0.2964865165
834	0.2962311037
835	0.2960945842
836	0.2959123925
837	0.2955554724
838	0.2954019773
839	0.2951529579
840	0.2947631489
841	0.2944434269
842	0.2941672173
843	0.2939160401
844	0.293626777
845	0.2934411881
846	0.2932280016
847	0.2928781549
848	0.2926541779
849	0.2925193196
850	0.2921807725
851	0.29197006
852	0.2917200919
853	0.2914769471
854	0.2912392488
855	0.290979435
856	0.2907163692
857	0.2904702354
858	0.290087063
859	0.2896970203
860	0.2891664458
861	0.2889109923
862	0.2885515856
863	0.2883445606
864	0.2881025566
865	0.28794468
866	0.2877162745
867	0.2875382476
868	0.2872625724
869	0.2869568084
870	0.2865224741
871	0.2863716432
872	0.2860575637
873	0.2856595279
874	0.2853361551
875	0.2850055868
876	0.2846723969
877	0.2844411563
878	0.2840886159
879	0.2838352228
880	0.2835491236
881	0.2833392427
882	0.2830207658
883	0.2828091843
884	0.2826771401
885	0.2825088804
886	0.2822448773
887	0.2819505684
888	0.281646311
889	0.2814862923
890	0.2812112503
891	0.280976562
892	0.2808775169
893	0.2804397049
894	0.2803014952
895	0.2801403445
896	0.2799072978
897	0.2796801312
898	0.2793892706
899	0.2791925438
900	0.2789859515
901	0.2787020468
902	0.2785789455
903	0.2783719505
904	0.2781732456
905	0.27795271
906	0.2776870288
907	0.2774425162
908	0.2771925423
909	0.2769466059
910	0.2767066761
911	0.2763064772
912	0.2761113695
913	0.2759311053
914	0.275801842
915	0.2756337434
916	0.2754029197
917	0.2751642858
918	0.2749246637
919	0.274775783
920	0.274584385
921	0.2741413202
922	0.2739277574
923	0.2736171853
924	0.2732981809
925	0.2730709078
926	0.2727287806
927	0.2723617319
928	0.2721351218
929	0.271970733
930	0.2718056023
931	0.2716268741
932	0.2713771978
933	0.2710945368
934	0.2705495424
935	0.2702920564
936	0.2700870526
937	0.2698497189
938	0.2696539892
939	0.2693473004
940	0.2691420182
941	0.2689908655
942	0.2685120474
943	0.2682235044
944	0.2679074182
945	0.2677127986
946	0.267376344
947	0.2668939037
948	0.2665623197
949	0.2663451948
950	0.2661006828
951	0.2657545172
952	0.2656236261
953	0.2654440279
954	0.2651748794
955	0.2649699238
956	0.2646235616
957	0.2645034479
958	0.264166034
959	0.2638050037
960	0.2636990561
961	0.263487688
962	0.2629508699
963	0.2627143893
964	0.2625764271
965	0.2624007101
966	0.2618533032
967	0.2616008623
968	0.2612958929
969	0.2610572771
970	0.2607342221
971	0.2604576525
972	0.2603910165
973	0.2601714764
974	0.2599530692
975	0.2597533452
976	0.2596107465
977	0.2593356322
978	0.2588518917
979	0.2586911409
980	0.2585432835
981	0.2582734248
982	0.2580997056
983	0.2578284959
984	0.257593087
985	0.257370664
986	0.2572387277
987	0.2570042557
988	0.2566725523
989	0.2563344755
990	0.2559904573
991	0.2557367258
992	0.2554300525
993	0.2551709449
994	0.2549073053
995	0.254649461
996	0.25443574
997	0.2540977988
998	0.2537676316
999	0.2536532964
