iter	MultiClass
323	0.2104510581
324	0.2101343769
325	0.2096630866
326	0.2090228452
327	0.2083125349
328	0.2076545097
329	0.2071797019
330	0.2065775551
331	0.2056122941
332	0.2051053395
333	0.2044528056
334	0.2042961187
335	0.2037960531
336	0.2032225975
337	0.2028351652
338	0.2022789241
339	0.2019243503
340	0.2014751876
341	0.2010673239
342	0.2003648818
343	0.1999789037
344	0.199599349
345	0.1988385116
346	0.1981359987
347	0.1979119397
348	0.1975011056
349	0.1965451543
350	0.1959976853
351	0.1956141281
352	0.1951117478
353	0.1944360561
354	0.1940462706
355	0.1936817492
356	0.1933505913
357	0.1929279191
358	0.1923545447
359	0.1919045647
360	0.1915169821
361	0.1909634558
362	0.1906783373
363	0.1904459678
364	0.1899950688
365	0.189570888
366	0.1890607027
367	0.1887054921
368	0.1884682955
369	0.188094355
370	0.1874543727
371	0.1867567848
372	0.1863729722
373	0.1859627415
374	0.1855746104
375	0.1852030493
376	0.1848564997
377	0.1846441309
378	0.1841255462
379	0.1837703878
380	0.1835835684
381	0.1830195347
382	0.1825879355
383	0.1822082694
384	0.1816749078
385	0.1812378088
386	0.1809325046
387	0.1806577651
388	0.1802660941
389	0.1799001811
390	0.1796402968
391	0.1793042305
392	0.179116471
393	0.1786077046
394	0.1783818793
395	0.1780711491
396	0.1776655542
397	0.1772448392
398	0.1769195802
399	0.17636268
400	0.1760057627
401	0.1755352982
402	0.1750880918
403	0.1746055862
404	0.1742891184
405	0.173838548
406	0.1735930745
407	0.1732876586
408	0.1728944485
409	0.1727215484
410	0.1722834888
411	0.1719591407
412	0.1716148269
413	0.1713085856
414	0.1710616425
415	0.1708567411
416	0.1700768894
417	0.169714943
418	0.1691978082
419	0.168971963
420	0.1685521723
421	0.168021894
422	0.1676570258
423	0.1670928964
424	0.1666255346
425	0.1662218473
426	0.1658744787
427	0.1655197168
428	0.1651915546
429	0.1649949214
430	0.1647324682
431	0.164482478
432	0.1642848946
433	0.1637887463
434	0.1636252593
435	0.1633924513
436	0.163133449
437	0.1628226859
438	0.1626298007
439	0.1623869108
440	0.1619471252
441	0.1617928018
442	0.1614272581
443	0.1611437883
444	0.1608484597
445	0.1604886963
446	0.1600761591
447	0.1594675184
448	0.1591184561
449	0.1587627442
450	0.1584993964
451	0.1580991816
452	0.1577433586
453	0.1574636359
454	0.1572616535
455	0.1570087087
456	0.1567066811
457	0.1564361951
458	0.1560599776
459	0.1558945861
460	0.1552951735
461	0.1551362833
462	0.1548677259
463	0.1545895102
464	0.1543303063
465	0.1539730515
466	0.1535945853
467	0.153164568
468	0.1528790586
469	0.152683024
470	0.1524429688
471	0.1522341179
472	0.1519193163
473	0.1516983988
474	0.1512625694
475	0.1510035778
476	0.1508401506
477	0.1506044009
478	0.1504510874
479	0.1497951293
480	0.1496274655
481	0.1492641153
482	0.1487580166
483	0.1484067939
484	0.1479881456
485	0.147802976
486	0.1476714941
487	0.1472172562
488	0.1468642999
489	0.1467093953
490	0.1460112673
491	0.1455325396
492	0.1453870654
493	0.1450541101
494	0.144756138
495	0.1444238469
496	0.1442348038
497	0.1440815951
498	0.1438224102
499	0.1433369345
500	0.1432095755
501	0.1429536931
502	0.1427171301
503	0.1424801673
504	0.1422546088
505	0.1420584126
506	0.1418127376
507	0.1415741524
508	0.1414512695
509	0.1412826536
510	0.1410210452
511	0.1407448198
512	0.1405693949
513	0.140376969
514	0.1402079427
515	0.1398859147
516	0.1395655433
517	0.139343385
518	0.1391559728
519	0.1390338769
520	0.1387654909
521	0.138496657
522	0.1381797193
523	0.1380032635
524	0.1378951295
525	0.137613287
526	0.1372939815
527	0.1370483164
528	0.1368705305
529	0.1365976288
530	0.1363875444
531	0.1359437552
532	0.1356926292
533	0.1354051691
534	0.135154986
535	0.1348336155
536	0.1346166091
537	0.1343742572
538	0.1341847291
539	0.1338749622
540	0.1335228377
541	0.1332287147
542	0.1329636028
543	0.1327424466
544	0.1324329858
545	0.1321033681
546	0.1317702889
547	0.1315460665
548	0.1312800409
549	0.1311091653
550	0.1309364368
551	0.1307357067
552	0.1304622843
553	0.130305367
554	0.1301355617
555	0.1297330567
556	0.129492137
557	0.1293234408
558	0.1289279875
559	0.128770619
560	0.1285986238
561	0.1284237984
562	0.1282790719
563	0.1281232306
564	0.1279460315
565	0.1277892833
566	0.1276847813
567	0.1274980567
568	0.1273367288
569	0.1271674588
570	0.1269612642
571	0.1266408477
572	0.1264087511
573	0.1262252787
574	0.1260335296
575	0.1259010867
576	0.1257999109
577	0.1256314572
578	0.1253357395
579	0.125095863
580	0.1248695621
581	0.124548543
582	0.1243098249
583	0.1240423833
584	0.1238767938
585	0.1237207306
586	0.1235240163
587	0.123180809
588	0.1231190992
589	0.1228987127
590	0.1227487336
591	0.1226106223
592	0.1221397416
593	0.1219772115
594	0.1218678235
595	0.1217344693
596	0.1214768726
597	0.1211324989
598	0.1209313818
599	0.1208173249
600	0.1206300499
601	0.1205598236
602	0.12022
603	0.1199723777
604	0.1197193559
605	0.1196327708
606	0.1194057028
607	0.1190914226
608	0.1189509171
609	0.1188563133
610	0.1184781713
611	0.1182783896
612	0.118084757
613	0.1178009138
614	0.1177039157
615	0.1174834748
616	0.1173619571
617	0.1171912246
618	0.1169362735
619	0.1166861944
620	0.1165362349
621	0.1164139228
622	0.1162762873
623	0.1160744072
624	0.1158045193
625	0.115630947
626	0.1154825116
627	0.1152567443
628	0.115156157
629	0.1149783949
630	0.1146489599
631	0.1144545557
632	0.1143012663
633	0.1140420918
634	0.1137814864
635	0.1135779691
636	0.1132470261
637	0.1131139727
638	0.1128306143
639	0.1126001251
640	0.1124814825
641	0.1121585764
642	0.1119531077
643	0.1117863127
644	0.1115901055
645	0.1113272541
646	0.1112740753
647	0.1111351221
648	0.111028909
649	0.1109251721
650	0.1107258523
651	0.1104923646
652	0.110365453
653	0.1103286967
654	0.1102364776
655	0.1100737117
656	0.1098506441
657	0.1097445095
658	0.1096299273
659	0.1095165345
660	0.1092725084
661	0.1091739414
662	0.109042204
663	0.1088598991
664	0.1086243799
665	0.1085010027
666	0.1084176018
667	0.1081466838
668	0.107983821
669	0.1078845987
670	0.1077003479
671	0.1075270884
672	0.1072231869
673	0.1069469385
674	0.1067833584
675	0.1066012286
676	0.1064207268
677	0.1060991085
678	0.1059499154
679	0.1057591273
680	0.105567481
681	0.1054704785
682	0.1052659534
683	0.1050963106
684	0.1048559465
685	0.1047645958
686	0.1045780878
687	0.1042686281
688	0.104098296
689	0.1039805409
690	0.103876798
691	0.1036492329
692	0.1035374883
693	0.1034237559
694	0.1032700482
695	0.1031752965
696	0.1030630647
697	0.1029039634
698	0.1027768589
699	0.1026457395
700	0.1025308822
701	0.1023506581
702	0.102276863
703	0.1021471287
704	0.1020008688
705	0.1018254921
706	0.1016755347
707	0.1015556674
708	0.1014593465
709	0.1012942718
710	0.1011254747
711	0.1009811795
712	0.1009250553
713	0.1008099814
714	0.1007314684
715	0.1004716875
716	0.1002969359
717	0.1001970323
718	0.1000979144
719	0.09998764786
720	0.09985602843
721	0.09978370196
722	0.09966693982
723	0.09953038494
724	0.09947934883
725	0.09926415799
726	0.09889298607
727	0.09873807717
728	0.09865901407
729	0.09855298612
730	0.09834358509
731	0.09820792958
732	0.09799019065
733	0.0978479732
734	0.097646592
735	0.09747677983
736	0.09735295202
737	0.09727094289
738	0.09716588847
739	0.09703870804
740	0.09681410349
741	0.09671585847
742	0.09656083529
743	0.09648770807
744	0.09643234689
745	0.09622128166
746	0.09607790134
747	0.09582749317
748	0.09575742588
749	0.09561008835
750	0.09552978361
751	0.09542041236
752	0.09531958203
753	0.09521222029
754	0.09499453347
755	0.09492830293
756	0.09482629207
757	0.09471772117
758	0.09455276326
759	0.09438335805
760	0.09419487745
761	0.09395061183
762	0.09376275614
763	0.09360660422
764	0.09342100504
765	0.09335991626
766	0.09322296511
767	0.09316735519
768	0.09306774411
769	0.09290230682
770	0.09279139716
771	0.09265879529
772	0.09249484292
773	0.09233416127
774	0.09230340578
775	0.09224051444
776	0.09215279708
777	0.09202759982
778	0.09187869053
779	0.09174493575
780	0.09159627252
781	0.09145254288
782	0.09134151244
783	0.09125510068
784	0.0911332437
785	0.09105473408
786	0.09100855377
787	0.09084987042
788	0.0907117658
789	0.09054169494
790	0.09039069297
791	0.09031031642
792	0.09021944614
793	0.09012653956
794	0.08996639811
795	0.08989995967
796	0.08982934287
797	0.08977276191
798	0.08970576422
799	0.08961077279
800	0.08951990059
801	0.08925605115
802	0.08919488176
803	0.08913988514
804	0.08899469695
805	0.08889610237
806	0.08873642045
807	0.08862450624
808	0.08854479331
809	0.08833799333
810	0.08821905228
811	0.08811623393
812	0.08801866771
813	0.08794468465
814	0.08786045889
815	0.08773657121
816	0.08768186621
817	0.08756482035
818	0.08737588137
819	0.08730777136
820	0.08718017102
821	0.08709453289
822	0.08690674798
823	0.08683437582
824	0.08676867
825	0.08653120066
826	0.08645596487
827	0.08636521108
828	0.08629444659
829	0.08618344351
830	0.08608368645
831	0.08603443026
832	0.08594109629
833	0.0858063613
834	0.08571948571
835	0.08563535274
836	0.08555242911
837	0.08543615561
838	0.08532919242
839	0.08529524792
840	0.08518706662
841	0.08508939174
842	0.08494695199
843	0.08482555267
844	0.08472973323
845	0.08452881678
846	0.0844552659
847	0.08423352568
848	0.08414458434
849	0.08405338917
850	0.08389620375
851	0.08377946933
852	0.08374417198
853	0.08364970444
854	0.08356787428
855	0.08343097516
856	0.08328292759
857	0.08320074985
